date,close,open,high,low,var
2012-04-30,1664.36,1661.94,1666.58,1644.5,0
2012-05-01,1662.1,1664.75,1673.2,1656.59,0
2012-05-02,1653.5,1661.79,1663.4,1646.1,-0.01
2012-05-03,1635.76,1652.79,1653.72,1630.7,-0.01
2012-05-04,1642.83,1635.59,1647.27,1626.5,0
2012-05-07,1639.15,1639.79,1644.4,1632.21,0
2012-05-08,1605,1637.96,1639.52,1594.94,-0.02
2012-05-09,1589.34,1605.19,1606.64,1579.3,-0.01
2012-05-10,1593.66,1589.29,1602.2,1585.66,0
2012-05-11,1580.05,1593.26,1595.37,1573.29,-0.01
2012-05-14,1556.85,1580.1,1585.89,1555.5,-0.01
2012-05-15,1544.45,1556.65,1564.06,1541.1,-0.01
2012-05-16,1540.05,1544.1,1553.8,1527,0
2012-05-17,1574,1538.39,1581.7,1536.8,0.02
2012-05-18,1593.09,1573.49,1598.68,1567.76,0.01
2012-05-21,1592.65,1591.65,1600.79,1584.8,0
2012-05-22,1568.95,1591.53,1596.03,1561.29,-0.01
2012-05-23,1562,1567.19,1570.35,1533.41,0
2012-05-24,1559,1561.36,1579.5,1551.15,0
2012-05-25,1573.45,1557.89,1574.57,1551.29,0.01
2012-05-28,1573.33,1573.59,1584,1570.63,0
2012-05-29,1555.75,1573.6,1582.9,1548.14,-0.01
2012-05-30,1562.45,1554.19,1569.77,1531.49,0
2012-05-31,1560.7,1561.9,1574.3,1552.09,0
2012-06-01,1626.25,1559.84,1630.02,1544.69,0.04
2012-06-04,1618.4,1625.29,1629.69,1608.71,0
2012-06-05,1617.1,1618.64,1623.91,1612.1,0
2012-06-06,1620.4,1616.59,1641.11,1613.73,0
2012-06-07,1589,1619.59,1629.41,1579.14,-0.02
2012-06-08,1594.45,1588.54,1595.47,1561.44,0
2012-06-11,1596.45,1592.7,1608.35,1582.49,0
2012-06-12,1610.05,1595.84,1618.01,1586.29,0.01
2012-06-13,1618.35,1608.65,1624.97,1605.59,0.01
2012-06-14,1623.32,1617.5,1627.79,1609.6,0
2012-06-15,1626.76,1622.44,1633.7,1619.09,0
2012-06-18,1628.4,1626.7,1630.31,1606.49,0
2012-06-19,1618.07,1627.9,1633.51,1616.9,-0.01
2012-06-20,1605.9,1618.2,1623.01,1590.29,-0.01
2012-06-21,1565.3,1604.45,1607.29,1563.88,-0.03
2012-06-22,1572.15,1563.7,1573.81,1558.19,0
2012-06-25,1584.6,1571.39,1588.51,1565.74,0.01
2012-06-26,1572.15,1583.15,1587.31,1567.34,-0.01
2012-06-27,1574.3,1571.89,1581.91,1562.54,0
2012-06-28,1551.9,1573,1579.31,1547.24,-0.01
2012-06-29,1598.6,1550.99,1607.19,1550.54,0.03
2012-07-02,1596.35,1598.69,1602.51,1586.84,0
2012-07-03,1616.65,1596.69,1626.7,1594.59,0.01
2012-07-04,1615.63,1616.74,1620.59,1611.44,0
2012-07-05,1604.75,1615.34,1625.8,1596.89,-0.01
2012-07-06,1582.9,1604.34,1610,1576.09,-0.01
2012-07-09,1587.15,1580.34,1593.3,1575.89,0
2012-07-10,1566.5,1589.16,1602.9,1563.89,-0.01
2012-07-11,1576.9,1564.8,1583.41,1564.8,0.01
2012-07-12,1572.4,1576.24,1578.36,1554.34,0
2012-07-13,1589.05,1570.59,1597.11,1565.64,0.01
2012-07-16,1589.35,1590.89,1595.3,1578.29,0
2012-07-17,1582.75,1589.69,1600.5,1571.16,0
2012-07-18,1573.8,1582.79,1587.16,1567.34,-0.01
2012-07-19,1582.05,1572.39,1593,1572.14,0.01
2012-07-20,1583.63,1581.11,1587.91,1573.14,0
2012-07-23,1576.9,1581.14,1584.26,1562.99,0
2012-07-24,1580.5,1579.84,1584.66,1567.79,0
2012-07-25,1605.38,1579.94,1611.41,1578.44,0.02
2012-07-26,1616.2,1604.39,1622.02,1600.89,0.01
2012-07-27,1623.28,1615.64,1629.6,1611.49,0
2012-07-30,1621.1,1624.49,1626.7,1614.24,0
2012-07-31,1613.9,1620.69,1628.31,1610.34,0
2012-08-01,1599.2,1598.64,1618.9,1591.74,-0.01
2012-08-02,1590.35,1598.64,1614.9,1584.49,-0.01
2012-08-03,1604.3,1589.78,1606.91,1586.24,0.01
2012-08-06,1611,1604.39,1615.61,1602.24,0
2012-08-07,1611.18,1610.49,1618.41,1608.59,0
2012-08-08,1611.9,1610.68,1617.01,1602.94,0
2012-08-09,1617.7,1611.49,1618.72,1609.24,0
2012-08-10,1620.05,1617.14,1626.56,1605.2,0
2012-08-13,1610.15,1619.74,1625.82,1607.1,-0.01
2012-08-14,1598.65,1609.55,1616.81,1594.1,-0.01
2012-08-15,1603.38,1598.14,1606.4,1589.69,0
2012-08-16,1614.8,1603.64,1618.99,1600.29,0.01
2012-08-17,1615.8,1613.94,1620.1,1611.4,0
2012-08-20,1620.7,1615.65,1623.01,1609.59,0
2012-08-21,1638.5,1619.94,1641.81,1618.05,0.01
2012-08-22,1654,1637.59,1656.41,1634.26,0.01
2012-08-23,1670.65,1653.39,1675.41,1651.8,0.01
2012-08-24,1670.35,1669.64,1673.81,1662.29,0
2012-08-27,1664.1,1670.94,1676.95,1662.59,0
2012-08-28,1667.03,1662.94,1672.7,1656.94,0
2012-08-29,1656.55,1666.64,1670.15,1652.36,-0.01
2012-08-30,1656.15,1655.94,1664.51,1651.19,0
2012-08-31,1691.15,1655.54,1693.32,1646.73,0.02
2012-09-03,1692.4,1691.59,1695.61,1685.09,0
2012-09-04,1696.4,1690.99,1700.45,1687.96,0
2012-09-05,1693.65,1694.44,1696.37,1687.04,0
2012-09-06,1701.65,1692.84,1713.52,1691.04,0
2012-09-07,1736.5,1701.44,1741.8,1688.7,0.02
2012-09-10,1725.8,1735.24,1740.26,1724.3,-0.01
2012-09-11,1731.75,1725.99,1737.91,1725.34,0
2012-09-12,1731.5,1732.04,1746.7,1725.29,0
2012-09-13,1766.9,1730.04,1772.87,1716.64,0.02
2012-09-14,1772.48,1765.94,1778.01,1764.54,0
2012-09-17,1761.45,1774.24,1776.76,1754.09,-0.01
2012-09-18,1770.95,1760.94,1773.61,1752.34,0.01
2012-09-19,1769.8,1769.24,1768.35,1765.04,0
2012-09-20,1766.7,1769.24,1772.5,1755.49,0
2012-09-21,1773.05,1766.69,1787.81,1765.79,0
2012-09-24,1764.15,1772.89,1773.39,1755.3,-0.01
2012-09-25,1760.65,1763.65,1775.51,1757.8,0
2012-09-26,1752.2,1759.89,1766.01,1737.5,0
2012-09-27,1777.9,1754.29,1780.81,1750.75,0.01
2012-09-28,1771.22,1777.19,1783.63,1767,0
2012-10-01,1774.4,1770.59,1791.81,1762.94,0
2012-10-02,1778,1775.79,1784.81,1770.96,0
2012-10-03,1779.15,1773.49,1782.31,1770.39,0
2012-10-04,1790.55,1777.19,1796.9,1777.19,0.01
2012-10-05,1780.98,1790.29,1796.19,1772.34,-0.01
2012-10-08,1774.9,1780.1,1780.9,1766.14,0
2012-10-09,1764.15,1774.84,1779.96,1759.94,-0.01
2012-10-10,1762.55,1763.65,1768.41,1756.86,0
2012-10-11,1768.8,1761.19,1775.31,1758.09,0
2012-10-12,1754.25,1768.29,1773.6,1751.84,-0.01
2012-10-15,1736.1,1752.99,1753.6,1728.75,-0.01
2012-10-16,1747.8,1735.69,1748.61,1734.29,0.01
2012-10-17,1750.3,1747.79,1753.81,1742.59,0
2012-10-18,1741.7,1749.3,1752.4,1737.8,0
2012-10-19,1720.9,1740.09,1743.58,1715.79,-0.01
2012-10-22,1729.45,1721.19,1729.61,1713.39,0.01
2012-10-23,1708.7,1727.79,1730.6,1703.5,-0.01
2012-10-24,1702.43,1707.89,1714.56,1698.39,0
2012-10-25,1711.8,1701.24,1718.21,1700.79,0.01
2012-10-26,1711.35,1711.39,1718.91,1700.34,0
2012-10-29,1709.85,1710.89,1717.57,1705.39,0
2012-10-30,1709.49,1709.45,1715.61,1704.59,0
2012-10-31,1720.55,1709.46,1726.05,1709.04,0.01
2012-11-01,1714.7,1720.05,1727.11,1712.94,0
2012-11-02,1677.85,1714.29,1717.06,1673.94,-0.02
2012-11-05,1684.6,1676.59,1686.57,1672.24,0
2012-11-06,1715.95,1684.32,1721.01,1683.19,0.02
2012-11-07,1716.69,1715.6,1731.79,1702.59,0
2012-11-08,1730.99,1716.31,1735.82,1712.6,0.01
2012-11-09,1731.24,1731.25,1739.05,1726.66,0
2012-11-12,1728.35,1731.39,1738.41,1725.29,0
2012-11-13,1725.5,1727.9,1733.21,1717.69,0
2012-11-14,1726.45,1725.1,1733.4,1720.41,0
2012-11-15,1715.8,1725.84,1727.96,1704.69,-0.01
2012-11-16,1713.7,1715.5,1717.51,1705.49,0
2012-11-19,1731.94,1713.1,1735.34,1712.99,0.01
2012-11-20,1728.65,1731.5,1735.81,1721.79,0
2012-11-21,1729.11,1727.99,1732.08,1720.34,0
2012-11-22,1729.55,1728.59,1732.75,1727.85,0
2012-11-23,1753,1729.05,1754.6,1727.89,0.01
2012-11-26,1749.1,1752.5,1753.11,1745.49,0
2012-11-27,1742.05,1748.54,1751.8,1738.49,0
2012-11-28,1719.69,1741.54,1743.23,1705.64,-0.01
2012-11-29,1725.4,1718.89,1728.71,1717.79,0
2012-11-30,1714.8,1725.31,1731.9,1708.69,-0.01
2012-12-03,1715.25,1713.5,1722.11,1712.59,0
2012-12-04,1697.35,1714.94,1717.67,1690.64,-0.01
2012-12-05,1693.99,1696.89,1707.18,1684.4,0
2012-12-06,1699.14,1693.35,1703.38,1685.59,0
2012-12-07,1703.65,1698.7,1705.61,1683.79,0
2012-12-10,1710.25,1704.05,1717.6,1702.24,0
2012-12-11,1710.1,1711.9,1714.6,1704.64,0
2012-12-12,1711.95,1709.59,1723.41,1707.44,0
2012-12-13,1697.3,1711.2,1712.11,1688.94,-0.01
2012-12-14,1695.47,1696.96,1700.74,1693,0
2012-12-17,1697.93,1695.25,1700.03,1686.54,0
2012-12-18,1670.15,1697.6,1703.47,1661.01,-0.02
2012-12-19,1666.94,1669.99,1676.99,1663.04,0
2012-12-20,1647.75,1666.61,1672.12,1635.09,-0.01
2012-12-21,1656.99,1647.25,1659.68,1635.24,0.01
2012-12-24,1657.48,1657.3,1665.9,1651.64,0
2012-12-25,1658.9,1657.3,1663.15,1657.2,0
2012-12-26,1660.14,1657.74,1667.89,1649.99,0
2012-12-27,1663.9,1659.7,1665.76,1652.44,0
2012-12-28,1655.4,1663.34,1666.49,1652.94,-0.01
2012-12-31,1674.95,1655.6,1680.71,1655.1,0.01
2013-01-01,1675.15,1674.65,1676.21,1663.94,0
2013-01-02,1686.75,1674.63,1695.1,1669.99,0.01
2013-01-03,1663.35,1686.14,1690,1660.49,-0.01
2013-01-04,1656.85,1662.81,1664.42,1625.79,0
2013-01-07,1647.25,1655.9,1662.71,1642.14,-0.01
2013-01-08,1659,1646.81,1662.3,1646.24,0.01
2013-01-09,1657.9,1658.22,1666.41,1650.84,0
2013-01-10,1675.25,1657.36,1679.21,1653.49,0.01
2013-01-11,1663.05,1674.67,1677.05,1653.44,-0.01
2013-01-14,1667.2,1661.55,1674.8,1659.64,0
2013-01-15,1678.9,1666.54,1685.3,1666.04,0.01
2013-01-16,1679.5,1678.04,1685.11,1672.94,0
2013-01-17,1687.64,1679.4,1695.94,1666.56,0
2013-01-18,1683.95,1686.64,1695.51,1682.99,0
2013-01-21,1690.05,1684.4,1691.6,1684.4,0
2013-01-22,1692.1,1689.55,1696.26,1686.14,0
2013-01-23,1685.75,1691.76,1695.61,1682.84,0
2013-01-24,1667.74,1685.96,1686.45,1664.69,-0.01
2013-01-25,1658.69,1667.5,1672.59,1655.39,-0.01
2013-01-28,1654.95,1658.15,1662.81,1651.93,0
2013-01-29,1663.85,1654.8,1666.06,1653.9,0.01
2013-01-30,1677.1,1663.56,1683.79,1662.39,0.01
2013-01-31,1663.6,1676.81,1681.01,1657.54,-0.01
2013-02-01,1667.15,1663.41,1682.31,1659.74,0
2013-02-04,1674.4,1667.15,1677.61,1661.39,0
2013-02-05,1673,1673.81,1684.9,1666.36,0
2013-02-06,1677.49,1672.24,1679.49,1667.84,0
2013-02-07,1671.3,1677.1,1683.51,1662.8,0
2013-02-08,1667.5,1671.11,1673.91,1664.84,0
2013-02-11,1649.74,1666.55,1669.7,1643.24,-0.01
2013-02-12,1650.8,1647.54,1653.5,1638.82,0
2013-02-13,1642.74,1650.46,1653.59,1639.94,0
2013-02-14,1634.85,1642.45,1650.05,1632.34,0
2013-02-15,1609.44,1634.14,1636.1,1598.04,-0.02
2013-02-18,1610.05,1609.45,1619,1606.83,0
2013-02-19,1604.6,1609.55,1615.34,1600.34,0
2013-02-20,1562.9,1604.1,1609.82,1558.24,-0.03
2013-02-21,1576.05,1562.7,1584.88,1554.49,0.01
2013-02-22,1580.7,1575.6,1587.25,1569.76,0
2013-02-25,1594.24,1580.9,1597.18,1574.79,0.01
2013-02-26,1613.49,1593.54,1620.05,1584.21,0.01
2013-02-27,1597.6,1613.01,1614.89,1591.94,-0.01
2013-02-28,1580.14,1597,1602.98,1574.34,-0.01
2013-03-01,1575.24,1579.8,1587.29,1564.44,0
2013-03-04,1573.95,1578.4,1585.11,1569.04,0
2013-03-05,1575.44,1573.5,1586.3,1571.34,0
2013-03-06,1583.69,1574.89,1584.79,1567.14,0.01
2013-03-07,1578.9,1583.09,1585.89,1574.44,0
2013-03-08,1578.35,1578.51,1583.51,1560.8,0
2013-03-11,1581,1577.79,1583.61,1575.04,0
2013-03-12,1592.7,1581.4,1598.81,1579.64,0.01
2013-03-13,1587.8,1592.4,1599.61,1585.04,0
2013-03-14,1590.3,1587.4,1593.5,1576.49,0
2013-03-15,1592.45,1589.8,1598.81,1588.29,0
2013-03-18,1605.3,1596.76,1611.31,1592.06,0.01
2013-03-19,1613.4,1604.8,1615.77,1599.54,0.01
2013-03-20,1606.5,1612.89,1615.21,1602.94,0
2013-03-21,1614.7,1605.97,1616.97,1604.04,0.01
2013-03-22,1608.45,1614.2,1616.35,1603.29,0
2013-03-25,1605.4,1608.8,1613.76,1589.49,0
2013-03-26,1599.2,1604.99,1606.27,1594.24,0
2013-03-27,1605.4,1598.7,1608.61,1590.89,0
2013-03-28,1596.74,1605.19,1607.88,1593.49,-0.01
2013-04-01,1598.9,1597.24,1601.31,1594.44,0
2013-04-02,1575.85,1598.99,1604.21,1573.39,-0.01
2013-04-03,1557.85,1575.54,1577.41,1549.69,-0.01
2013-04-04,1553.32,1557.35,1559.87,1539.74,0
2013-04-05,1582,1552.82,1582.05,1548.84,0.02
2013-04-08,1573.7,1580.64,1583.37,1566.94,-0.01
2013-04-09,1585.2,1572.44,1590.5,1569.94,0.01
2013-04-10,1558.75,1584.34,1588.91,1555.39,-0.02
2013-04-11,1561.35,1558.69,1568.42,1553.1,0
2013-04-12,1478.85,1560.19,1564.86,1477,-0.05
2013-04-15,1353.25,1477.8,1495.66,1336.04,-0.08
2013-04-16,1368.9,1352.75,1402.35,1321.35,0.01
2013-04-17,1377,1368.8,1395.1,1364.6,0.01
2013-04-18,1391.25,1376.3,1401.96,1339.86,0.01
2013-04-19,1404.35,1390.71,1425.01,1385.96,0.01
2013-04-22,1426.25,1404.06,1439.77,1403.5,0.02
2013-04-23,1413.35,1425.75,1432.42,1405.44,-0.01
2013-04-24,1431.3,1412.19,1433.4,1411.29,0.01
2013-04-25,1467.85,1430.59,1469.46,1426.39,0.03
2013-04-26,1463,1467.45,1485.31,1448.19,0
2013-04-29,1476.65,1463.99,1478.56,1461.59,0.01
2013-04-30,1477.1,1475.49,1479.31,1460.49,0
2013-05-01,1457.6,1475.69,1478.57,1439.74,-0.01
2013-05-02,1467.1,1456.79,1474.26,1448.44,0.01
2013-05-03,1470.7,1466.95,1488.3,1455.9,0
2013-05-06,1469.5,1469.89,1479.06,1464.49,0
2013-05-07,1452.6,1469.59,1470.78,1441.11,-0.01
2013-05-08,1472.8,1452.09,1476.97,1447.29,0.01
2013-05-09,1458.2,1472.8,1476.01,1453.2,-0.01
2013-05-10,1448.2,1458.29,1462.36,1420.61,-0.01
2013-05-13,1430.55,1448.19,1448.69,1425.84,-0.01
2013-05-14,1426,1430.49,1445.57,1421.65,0
2013-05-15,1392.9,1425.89,1430.85,1389.04,-0.02
2013-05-16,1386.3,1392.1,1398.52,1369.29,0
2013-05-17,1359.2,1386.89,1392.96,1355.1,-0.02
2013-05-20,1394.15,1362.59,1399.1,1338.95,0.03
2013-05-21,1376.3,1393.89,1401.76,1359.44,-0.01
2013-05-22,1369.4,1376.09,1415.11,1354.61,-0.01
2013-05-23,1391.2,1368.7,1397.85,1356.24,0.02
2013-05-24,1386.05,1390.7,1398.45,1382.2,0
2013-05-27,1394.78,1387.65,1396.9,1383.74,0.01
2013-05-28,1380.85,1393.24,1400.55,1373.14,-0.01
2013-05-29,1392.95,1380.29,1395.16,1379.49,0.01
2013-05-30,1413.75,1392.45,1418.31,1388.19,0.01
2013-05-31,1386.9,1413.25,1421.5,1384.14,-0.02
2013-06-03,1411.6,1388.59,1416.61,1388.44,0.02
2013-06-04,1399.9,1411.14,1415.62,1389,-0.01
2013-06-05,1403.3,1398.44,1410.51,1395.19,0
2013-06-06,1413.65,1402.8,1423.66,1391.34,0.01
2013-06-07,1384.47,1413.15,1418.03,1377.29,-0.02
2013-06-10,1386.9,1378.39,1389.06,1375.99,0
2013-06-11,1379.6,1386.4,1387.12,1366.65,-0.01
2013-06-12,1388.4,1378.89,1394.87,1373.74,0.01
2013-06-13,1386.05,1387.65,1395.27,1374.09,0
2013-06-14,1390.7,1385.39,1392.11,1378.04,0
2013-06-17,1384.85,1390.79,1392.11,1380.44,0
2013-06-18,1368.4,1384.29,1386.16,1360.54,-0.01
2013-06-19,1351.3,1367.09,1376.02,1348.74,-0.01
2013-06-20,1278,1350.9,1348.52,1276.19,-0.05
2013-06-21,1297.25,1277.84,1348.41,1268.89,0.02
2013-06-24,1281.9,1296.69,1301.62,1275.74,-0.01
2013-06-25,1277.35,1281.49,1289.41,1271.31,0
2013-06-26,1226.35,1276.99,1277.62,1221.8,-0.04
2013-06-27,1200.75,1225.64,1245.46,1197.1,-0.02
2013-06-28,1234.25,1199.19,1245.61,1180.71,0.03
2013-07-01,1253.3,1232.99,1261.11,1225.81,0.02
2013-07-02,1242.5,1252.24,1266.55,1240.69,-0.01
2013-07-03,1252.3,1241.54,1260.71,1235.94,0.01
2013-07-04,1250.3,1250.19,1257.82,1244.29,0
2013-07-05,1223.8,1248.79,1250.86,1207.5,-0.02
2013-07-08,1237,1222.1,1239.41,1214.84,0.01
2013-07-09,1249.95,1236.29,1261.02,1232.79,0.01
2013-07-10,1264.25,1249.89,1266.22,1243.86,0.01
2013-07-11,1285.3,1264.19,1298.97,1278.2,0.02
2013-07-12,1284.9,1286.06,1288.86,1267.29,0
2013-07-15,1282.6,1284.84,1294.32,1275.65,0
2013-07-16,1292.6,1281.69,1295.95,1276.95,0.01
2013-07-17,1276,1292.39,1297.61,1273.6,-0.01
2013-07-18,1285.1,1275.49,1288.7,1274.44,0.01
2013-07-19,1296.35,1284.59,1297.95,1281.94,0.01
2013-07-22,1335.9,1296.54,1339.77,1310.9,0.03
2013-07-23,1348.1,1334.64,1348.3,1326.54,0.01
2013-07-24,1321.3,1347.19,1348.3,1312.94,-0.02
2013-07-25,1333.65,1320.79,1338.02,1308.74,0.01
2013-07-26,1333.9,1333.35,1340.82,1312.21,0
2013-07-29,1327.6,1333.3,1338.71,1322.71,0
2013-07-30,1327.3,1327.39,1330.38,1317.89,0
2013-07-31,1323.1,1326.29,1338.87,1305.3,0
2013-08-01,1308.95,1322.59,1330.77,1307.09,-0.01
2013-08-02,1312,1307.29,1318.4,1282.69,0
2013-08-05,1303.95,1312.49,1319.91,1297.25,-0.01
2013-08-06,1281.9,1303.24,1307.27,1279.24,-0.02
2013-08-07,1287.75,1281.34,1289.42,1272.64,0
2013-08-08,1312,1287.09,1314.56,1283.24,0.02
2013-08-09,1314.5,1311.59,1317,1305.06,0
2013-08-12,1336.4,1313.99,1343.67,1313.99,0.02
2013-08-13,1321.3,1336.29,1341.72,1318.66,-0.01
2013-08-14,1335.2,1320.79,1337.3,1315.94,0.01
2013-08-15,1366.05,1334.69,1369.9,1318.81,0.02
2013-08-16,1376.4,1366.69,1380.21,1357.34,0.01
2013-08-19,1365.98,1375.85,1384.6,1361.99,-0.01
2013-08-20,1371.17,1365.89,1376.2,1354.76,0
2013-08-21,1366.35,1371.19,1378.81,1359.49,0
2013-08-22,1375.85,1365.89,1381.61,1355.19,0.01
2013-08-23,1396.85,1375.29,1400.21,1368.64,0.02
2013-08-26,1404.9,1398.38,1404.86,1390.94,0.01
2013-08-27,1416.65,1404.55,1424.02,1396.14,0.01
2013-08-28,1418.5,1416.24,1434.17,1413.04,0
2013-08-29,1408.25,1417.44,1418.52,1402.56,-0.01
2013-08-30,1396.4,1407.84,1411.62,1392.06,-0.01
2013-09-02,1394.9,1395.85,1398.31,1379.44,0
2013-09-03,1412.65,1390.99,1416.61,1384.09,0.01
2013-09-04,1391.45,1411.49,1415.22,1384.24,-0.02
2013-09-05,1367.85,1391.24,1399.92,1364.91,-0.02
2013-09-06,1391.61,1364.99,1393.2,1362.55,0.02
2013-09-09,1387.05,1390.59,1391.45,1381.97,0
2013-09-10,1364.45,1387.09,1391.52,1357.34,-0.02
2013-09-11,1366.75,1363.64,1368.51,1356.85,0
2013-09-12,1321.05,1366.54,1367.5,1320.19,-0.03
2013-09-13,1326.72,1320.89,1331.03,1304.56,0
2013-09-16,1314,1328.99,1332.92,1303.85,-0.01
2013-09-17,1309.65,1312.99,1323.92,1305.89,0
2013-09-18,1365.15,1309.09,1367.77,1291.34,0.04
2013-09-19,1365,1364.94,1375.15,1358.19,0
2013-09-20,1325.38,1365.79,1368.4,1324.46,-0.03
2013-09-23,1322.15,1325.59,1332.11,1313.65,0
2013-09-24,1323.2,1320.74,1329.57,1305.9,0
2013-09-25,1333.6,1322.19,1338.51,1316.5,0.01
2013-09-26,1323.7,1332.89,1339.21,1318.54,-0.01
2013-09-27,1336.2,1323.14,1344.3,1319.94,0.01
2013-09-30,1327.55,1335.29,1344.22,1322.95,-0.01
2013-10-01,1286.6,1327.14,1337.77,1282.59,-0.03
2013-10-02,1315.25,1286.14,1323.82,1278.24,0.02
2013-10-03,1317.3,1316.14,1321.31,1301.81,0
2013-10-04,1311.35,1316.59,1323.86,1306,0
2013-10-07,1321.79,1310.54,1328.44,1308.31,0.01
2013-10-08,1318.8,1320.99,1330.1,1315.8,0
2013-10-09,1307.2,1318.45,1321.95,1294.04,-0.01
2013-10-10,1286.24,1306.54,1311.78,1282.36,-0.02
2013-10-11,1273.11,1286.44,1294.45,1262.14,-0.01
2013-10-14,1273.4,1272.19,1289.47,1268.19,0
2013-10-15,1280.8,1272.54,1288.51,1251.66,0.01
2013-10-16,1281.6,1279.99,1287.51,1268.96,0
2013-10-17,1319.7,1281.69,1324.67,1274.19,0.03
2013-10-18,1316.24,1318.69,1325.7,1311.46,0
2013-10-21,1315.75,1316.05,1324.42,1312.95,0
2013-10-22,1340.65,1314.89,1345.07,1309.84,0.02
2013-10-23,1332.35,1340.14,1342.57,1329.19,-0.01
2013-10-24,1347.15,1331.74,1352.22,1329.99,0.01
2013-10-25,1352.13,1346.34,1355.6,1336.14,0
2013-10-28,1352.2,1352.55,1362.21,1345.89,0
2013-10-29,1344.3,1351.49,1360.67,1340.26,-0.01
2013-10-30,1342.8,1343.44,1359.77,1334.2,0
2013-10-31,1323.8,1342.69,1343.4,1318.79,-0.01
2013-11-01,1315.35,1323.09,1327.86,1305.69,-0.01
2013-11-04,1314.74,1314.74,1322.24,1311.36,0
2013-11-05,1311.6,1314.24,1319.77,1306.14,0
2013-11-06,1318.4,1311.36,1322.31,1308.84,0.01
2013-11-07,1307.95,1317.76,1325.71,1298.31,-0.01
2013-11-08,1288.2,1307.44,1313.06,1281,-0.02
2013-11-11,1283.28,1288.31,1288.91,1278.94,0
2013-11-12,1267.99,1282.68,1285.3,1260.89,-0.01
2013-11-13,1278.99,1267.19,1279.24,1265.51,0.01
2013-11-14,1287.39,1278.29,1294.38,1278.14,0.01
2013-11-15,1290.05,1286.65,1291.14,1280.04,0
2013-11-18,1274.35,1289.84,1290.61,1269.74,-0.01
2013-11-19,1275.25,1274.1,1279.02,1268.69,0
2013-11-20,1243.2,1275.01,1276.67,1240.69,-0.03
2013-11-21,1242.75,1242.79,1250.01,1236.29,0
2013-11-22,1243.6,1242.4,1249.32,1240.94,0
2013-11-25,1252.6,1241.69,1253.54,1227.34,0.01
2013-11-26,1243.3,1252.2,1256.89,1239.49,-0.01
2013-11-27,1237.4,1242.81,1254.81,1236.04,0
2013-11-28,1244.15,1237.15,1245.82,1234.71,0.01
2013-11-29,1253.49,1244.74,1256.11,1240.76,0.01
2013-12-02,1220.05,1251.04,1251.42,1217.39,-0.03
2013-12-03,1223.89,1219.65,1226.38,1215.6,0
2013-12-04,1243.66,1223.44,1250.75,1211.44,0.02
2013-12-05,1224.88,1243.31,1244,1216.84,-0.02
2013-12-06,1228.85,1224.61,1243.61,1211.8,0
2013-12-09,1240.94,1229.19,1243.19,1224.99,0.01
2013-12-10,1260.72,1240.35,1267.74,1237.49,0.02
2013-12-11,1251.75,1260.51,1263.4,1250.1,-0.01
2013-12-12,1223.8,1251.1,1257.4,1223.3,-0.02
2013-12-13,1238.3,1223.3,1239,1220.1,0.01
2013-12-16,1240.57,1237.59,1251.89,1227.1,0
2013-12-17,1230.1,1239.8,1248.6,1227.3,-0.01
2013-12-18,1218.07,1231.09,1244.7,1215.7,-0.01
2013-12-19,1190.1,1217.46,1226.76,1186.3,-0.02
2013-12-20,1203.25,1189.9,1207.6,1185.1,0.01
2013-12-23,1198.84,1203.29,1206.38,1192.54,0
2013-12-24,1204.35,1198.49,1206.36,1196.06,0
2013-12-25,1204.7,1204.39,1205.1,1202.99,0
2013-12-26,1210.7,1204.59,1216.1,1200.84,0.01
2013-12-27,1213.19,1210.2,1219.04,1208.64,0
2013-12-30,1196.4,1211.75,1216.26,1194.99,-0.01
2013-12-31,1205.55,1196.01,1214.21,1184.5,0.01
2014-01-01,1205.9,1209.8,1210.61,1198.79,0
2014-01-02,1224.89,1204.49,1231.04,1203.34,0.02
2014-01-03,1236.55,1224.56,1240.38,1221.76,0.01
2014-01-06,1238.05,1236.48,1248.76,1232.64,0
2014-01-07,1232.1,1237.56,1245.86,1224.59,0
2014-01-08,1226.1,1231.59,1232.84,1218.44,0
2014-01-09,1228,1225.66,1231.91,1223.51,0
2014-01-10,1247.1,1227.61,1248.81,1226.54,0.02
2014-01-13,1253.44,1247.89,1255.18,1243.34,0.01
2014-01-14,1245.1,1252.74,1255.38,1241.44,-0.01
2014-01-15,1241.74,1244.71,1245.39,1234.1,0
2014-01-16,1242.55,1241.04,1245.26,1236.09,0
2014-01-17,1253.82,1242.04,1255.28,1237.56,0.01
2014-01-20,1254.35,1252.86,1261,1250.16,0
2014-01-21,1241.49,1253.79,1256.24,1235.68,-0.01
2014-01-22,1236.49,1241.11,1244.14,1235.7,0
2014-01-23,1264.35,1236.24,1265.8,1231.36,0.02
2014-01-24,1269.25,1264.06,1273.31,1256.59,0
2014-01-27,1257.07,1268.38,1278.48,1251.69,-0.01
2014-01-28,1256.55,1256.56,1261.51,1248.9,0
2014-01-29,1268.4,1256.29,1270.27,1249.04,0.01
2014-01-30,1243.7,1267.79,1268.53,1237.94,-0.02
2014-01-31,1243.8,1243.46,1255.51,1238.14,0
2014-02-03,1257.64,1244.7,1266.54,1240.24,0.01
2014-02-04,1255,1257.51,1260.93,1247.14,0
2014-02-05,1258.01,1254.39,1273.73,1252.04,0
2014-02-06,1257.64,1257.76,1266.98,1252.49,0
